# _root_ In a strongly worded response summarizing a filing made in the same court yesterday , GE asserted that `` prosecutors have misstated the testimony of witnesses , distorted documents and ignored important facts . ''
#goldHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,9,17,17,0,21,21,21,17,30,24,22,24,25,30,30,28,21,30,33,31,17,17,
#predictedHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,17,17,17,0,21,21,21,17,21,24,22,24,25,22,30,28,22,30,33,31,17,17,
(16,21),(21,35),-0.407007 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.882784 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),0.0875494 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.08453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),-0.120867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.207599 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.448539 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.381305 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.697916 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.663168 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.697051 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.234325 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.787407 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.894246 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.540443 # DEPENDENCYPART_GRANDPAR
(16,22),(22,31),-0.752258 # DEPENDENCYPART_GRANDPAR
(16,22),(22,33),-0.969321 # DEPENDENCYPART_GRANDPAR
(16,22),(22,34),-1.36534 # DEPENDENCYPART_GRANDPAR
(16,22),(22,35),-0.385606 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.0541584 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.471572 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.498654 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.233122 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.44074 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.114326 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.389973 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.504458 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.564208 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.378924 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.160182 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.460385 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.294647 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.402471 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.172189 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.485226 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.114932 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.597354 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.199608 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.367968 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.0644798 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.33744 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.371892 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.10921 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),0.267074 # DEPENDENCYPART_GRANDPAR
(17,4),(4,34),-1.13811 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.27894 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.0336094 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.519222 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.520565 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.544482 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.480957 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.112999 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.527712 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.329382 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.485694 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.115399 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.423587 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.429956 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.111536 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.0651297 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.337657 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.372108 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.471876 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.10986 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.598884 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.865606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,21),0.267074 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),0.157543 # DEPENDENCYPART_GRANDPAR
(17,6),(6,30),-0.425123 # DEPENDENCYPART_GRANDPAR
(17,6),(6,34),-1.13811 # DEPENDENCYPART_GRANDPAR
(17,6),(6,35),-0.510657 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.484225 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.0408925 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.530745 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.532959 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.348705 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.474507 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.159227 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.528003 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.334551 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.696229 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.529517 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.494361 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.789721 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.342763 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.701743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),0.432354 # DEPENDENCYPART_GRANDPAR
(17,8),(8,27),-0.108335 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.50786 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.562554 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.379434 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.349468 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.21243 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.253047 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.346548 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.391195 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.334058 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.428841 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0652185 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.583839 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.271518 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.870666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,21),0.262014 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),0.152483 # DEPENDENCYPART_GRANDPAR
(17,9),(9,28),0.0582949 # DEPENDENCYPART_GRANDPAR
(17,9),(9,34),-1.14265 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.269555 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.358425 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.428899 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.375679 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.491406 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0953461 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.590938 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.341504 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.465273 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.531065 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.667074 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.519682 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.712941 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.552571 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.178434 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.33979 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.0965762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.0217586 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.520678 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.425951 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.463341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.659659 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.143069 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.710495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),0.423607 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),0.0711303 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),0.423383 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.128737 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-0.116903 # DEPENDENCYPART_GRANDPAR
(17,14),(14,30),-0.296278 # DEPENDENCYPART_GRANDPAR
(17,14),(14,35),-0.398526 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.683141 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.543716 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.634849 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.21589 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.716915 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.710504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.736813 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.423594 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.0713942 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),0.423374 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),0.312645 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.876991 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.272205 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.625369 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.517399 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),0.0658184 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),0.0678769 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.268223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.536512 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.824612 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.78116 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.67173 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.230793 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.154068 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.0109096 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.388165 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),0.0330159 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.0199486 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.342206 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.0772863 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.458762 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.0956732 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),0.0273161 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),0.0452111 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.426785 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),0.0190801 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.233218 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.462547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.880129 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.752779 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.27497 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.63556 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.362195 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.267268 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.111107 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),0.653602 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),0.541163 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),0.170932 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),0.452392 # DEPENDENCYPART_GRANDPAR
(17,21),(21,33),-0.103643 # DEPENDENCYPART_GRANDPAR
(17,21),(21,34),-0.626135 # DEPENDENCYPART_GRANDPAR
(17,21),(21,35),0.085086 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),0.0752184 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),0.0357754 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.214482 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.809463 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.734126 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.293922 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.0605821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.320222 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.25027 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.069135 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.644305 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),0.483736 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),0.128965 # DEPENDENCYPART_GRANDPAR
(17,22),(22,30),0.355166 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),0.284713 # DEPENDENCYPART_GRANDPAR
(17,22),(22,33),-0.145615 # DEPENDENCYPART_GRANDPAR
(17,22),(22,34),-0.653307 # DEPENDENCYPART_GRANDPAR
(17,22),(22,35),0.0973153 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.825637 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.32899 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.751923 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0869539 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.172403 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.0178054 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.549441 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),0.587311 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),0.0431649 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),0.173406 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),0.391506 # DEPENDENCYPART_GRANDPAR
(17,24),(24,33),-0.231919 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.248176 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.071567 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.0255474 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),0.0475664 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),0.268318 # DEPENDENCYPART_GRANDPAR
(17,25),(25,33),-0.229131 # DEPENDENCYPART_GRANDPAR
(17,28),(28,10),0.0752184 # DEPENDENCYPART_GRANDPAR
(17,28),(28,14),-0.408049 # DEPENDENCYPART_GRANDPAR
(17,28),(28,17),-0.441945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,28),(28,18),0.809461 # DEPENDENCYPART_GRANDPAR
(17,28),(28,20),0.293922 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),0.112207 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),0.078727 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.139551 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),0.425205 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),0.127489 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),0.353693 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),0.283232 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.119137 # DEPENDENCYPART_GRANDPAR
(17,28),(28,33),-0.147092 # DEPENDENCYPART_GRANDPAR
(17,28),(28,34),-0.65478 # DEPENDENCYPART_GRANDPAR
(17,28),(28,35),0.0958222 # DEPENDENCYPART_GRANDPAR
(17,30),(30,1),-0.180145 # DEPENDENCYPART_GRANDPAR
(17,30),(30,3),-0.0293886 # DEPENDENCYPART_GRANDPAR
(17,30),(30,4),-0.155085 # DEPENDENCYPART_GRANDPAR
(17,30),(30,5),-0.48726 # DEPENDENCYPART_GRANDPAR
(17,30),(30,6),-0.212808 # DEPENDENCYPART_GRANDPAR
(17,30),(30,8),-0.603967 # DEPENDENCYPART_GRANDPAR
(17,30),(30,9),-0.22993 # DEPENDENCYPART_GRANDPAR
(17,30),(30,10),-0.141919 # DEPENDENCYPART_GRANDPAR
(17,30),(30,11),-0.0733982 # DEPENDENCYPART_GRANDPAR
(17,30),(30,12),-0.0858667 # DEPENDENCYPART_GRANDPAR
(17,30),(30,13),-0.217674 # DEPENDENCYPART_GRANDPAR
(17,30),(30,14),-0.571728 # DEPENDENCYPART_GRANDPAR
(17,30),(30,15),-0.0489904 # DEPENDENCYPART_GRANDPAR
(17,30),(30,16),-0.378417 # DEPENDENCYPART_GRANDPAR
(17,30),(30,17),-0.366541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,30),(30,18),0.774154 # DEPENDENCYPART_GRANDPAR
(17,30),(30,19),0.655305 # DEPENDENCYPART_GRANDPAR
(17,30),(30,20),0.370905 # DEPENDENCYPART_GRANDPAR
(17,30),(30,21),0.860328 # DEPENDENCYPART_GRANDPAR
(17,30),(30,22),0.656715 # DEPENDENCYPART_GRANDPAR
(17,30),(30,23),-0.0954941 # DEPENDENCYPART_GRANDPAR
(17,30),(30,24),0.188136 # DEPENDENCYPART_GRANDPAR
(17,30),(30,25),-0.00676891 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),-0.0639378 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),0.599039 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),0.569077 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.0104655 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),0.364825 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.0648489 # DEPENDENCYPART_GRANDPAR
(17,30),(30,33),-0.112665 # DEPENDENCYPART_GRANDPAR
(17,30),(30,34),-0.613493 # DEPENDENCYPART_GRANDPAR
(17,30),(30,35),-0.0387162 # DEPENDENCYPART_GRANDPAR
(17,31),(31,18),0.79986 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-0.0998718 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.121014 # DEPENDENCYPART_GRANDPAR
(17,31),(31,33),-0.154035 # DEPENDENCYPART_GRANDPAR
(17,31),(31,34),-0.657201 # DEPENDENCYPART_GRANDPAR
(17,31),(31,35),0.0932564 # DEPENDENCYPART_GRANDPAR
(17,34),(34,31),0.242187 # DEPENDENCYPART_GRANDPAR
(17,34),(34,32),-0.362776 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.945984 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.845799 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.746187 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.12359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.468011 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.245899 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.157446 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.519293 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.117074 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.745206 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.514841 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.69253 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.772136 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.21014 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.758046 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.14615 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.780239 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.732112 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.701551 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.955067 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.808322 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.86907 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.692619 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.03905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.464449 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.215885 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0396015 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.377672 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0768735 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.521382 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),0.0853775 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.150323 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.837359 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.220962 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.956132 # DEPENDENCYPART_GRANDPAR
(18,21),(21,34),-0.607542 # DEPENDENCYPART_GRANDPAR
(18,21),(21,35),-0.371807 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.711392 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.807315 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.87054 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.05534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.47713 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.259107 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.536288 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.391382 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0919705 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.535092 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.0973314 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.161023 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.851065 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.262271 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.287189 # DEPENDENCYPART_GRANDPAR
(18,22),(22,33),-0.969841 # DEPENDENCYPART_GRANDPAR
(18,22),(22,34),-0.61042 # DEPENDENCYPART_GRANDPAR
(18,22),(22,35),-0.349675 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.281254 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.697088 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.233682 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.333666 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.558248 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.620659 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.168406 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.00219492 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0912496 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.0981955 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.24902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.551034 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.833779 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.450513 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.16891 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.206738 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.868015 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.815094 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.813167 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.15072 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.514436 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.63728 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.240029 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.227104 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.204492 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.529519 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.515204 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.133166 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0850054 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.00437838 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0896507 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.41046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.632692 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.915083 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.852736 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.823449 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.588229 # DEPENDENCYPART_GRANDPAR
(20,17),(17,28),-0.97677 # DEPENDENCYPART_GRANDPAR
(20,17),(17,30),-0.832634 # DEPENDENCYPART_GRANDPAR
(20,17),(17,31),-0.971038 # DEPENDENCYPART_GRANDPAR
(20,17),(17,34),-1.35663 # DEPENDENCYPART_GRANDPAR
(20,17),(17,35),-0.766005 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0843677 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.29085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.472595 # DEPENDENCYPART_GRANDPAR
